camp_code,majr_code_1,completed,grantpct,transfer,gpa_final,gpa_first_term,gpa_first_year,cityapp,statapp,natnapp,hscity,hsstate,hsnatn,hsgpa,minor,maj2,ethnicity,act_composite,sat_total
"1","BUS","matched (3)",71,0,3.164751,3.717949,3.677778,"Teaneck","NJ","","New York","NY","","92",0,0,"8. White",,1170
"2","BUS","master only (1)",51,0,3.289474,3.571429,3.652174,"Newtown","PA","","NEWTON","PA","","91.85",0,0,"8. White",,1160
"2","PSY","matched (3)",0,0,3.203065,3.30303,3.318841,"Lawrence","NY","","Hewlett Bay Park","NY","","87.70",0,0,"8. White",,1030
"2","EDU","matched (3)",0,0,3.424562,2.895833,3.072917,"Los Angeles","CA","","Los Angeles","CA","","92.59",0,0,"8. White",,900
"2","BIO","matched (3)",70,0,3.324074,3.541667,3.324074,"Albany","NY","","Brooklyn","NY","","91.08",0,0,"8. White",,1130
"1","ACC","matched (3)",40,0,3.296703,3.380952,3.419355,"Far Rockaway","NY","","Cedarhurst","NY","","77.68",0,0,"8. White",,1140
"2","BIO","master only (1)",23,"master only (1)",2.935897,3.555556,3.555556,"Monroe","NY","","Suffern","NY","","",0,0,"8. White",,1160
"2","PSY","matched (3)",0,0,3.606607,3.6,3.575758,"North Bethesda","MD","","Silver Spring","MD","","86.00",0,0,"8. White",,1090
"2","JST","matched (3)",51,0,3.441767,3.733333,3.733333,"Staten Island","NY","","Elizabeth","NJ","","87.59",0,0,"8. White",,870
"1","BUS","matched (3)",89,0,3.977778,4,4,"Brooklyn","NY","","Brooklyn","NY","","93",0,0,"8. White",,1270
"1","BUS","matched (3)",0,0,3.375,3.833333,3.833333,"Flushing","NY","","New York","NY","","79.8",0,0,"8. White",,1110
"1","BUS","matched (3)",63,0,3.282828,3.627451,3.421569,"Hamburg","","GERMANY","","","","",0,0,"1. Non Resident Alien",,970
"1","UND","matched (3)",95,0,3.709677,4,3.833333,"Wayside","NJ","","Ocean","NJ","","90.6",0,0,"8. White",,1210
"2","UND","matched (3)",26,"master only (1)",2.741935,2.375,2.333333,"Clifton","NJ","","Suffern","NY","","85.48",0,0,"8. White",,1040
"2","UND","matched (3)",0,0,3.62069,3.719298,3.529915,"Brooklyn","NY","","New York","NY","","A+",0,0,"8. White",,1300
"1","UND","master only (1)",39,0,2.494624,2.266667,2.358974,"Passaic","NJ","","Teaneck","NJ","","76.0",0,0,"8. White",,1330
"1","BUS","matched (3)",59,0,3.945513,3.904762,3.952381,"Montreal","QC","CANADA","Cote St. Luc","QC","CANADA","93",0,0,"1. Non Resident Alien",,1150
"1","BUS","matched (3)",0,0,3.892361,3.941176,3.90625,"Pacific Palisade","CA","","Los Angeles","CA","","91.00",0,0,"8. White",,1250
"1","PSY","matched (3)",18,0,3.457831,3.647059,3.666667,"Teaneck","NJ","","Paramus","NJ","","95.91",0,0,"8. White",,1360
"2","UND","matched (3)",39,0,3.811448,3.583333,3.791667,"Cherry Hill","NJ","","Bala Cynwyd","PA","","92.00",0,0,"8. White",,1170
"2","BUS","matched (3)",54,0,3.53913,3.866667,3.809524,"Great Neck","NY","","","","","86.22",0,0,"8. White",,1090
"2","BUS","matched (3)",0,"master only (1)",2.636816,2.5,2.727273,"Rochester","NY","","Rochester","NY","","77.73",0,0,"8. White",,810
"2","PRE","matched (3)",95,0,3.761905,3.712121,3.716667,"Monsey","NY","","New York","NY","","95.13",0,0,"8. White",,1460
"1","ACC","matched (3)",30,0,3.441947,3.145833,3.414141,"Fairfield","CT","","Mamaroneck","NY","","82.51",0,0,"8. White",,1110
"2","PRH","matched (3)",15,0,3.576667,3.416667,3.416667,"Valley Village","CA","","Los Angeles","CA","","91.00",0,0,"8. White",,1060
"1","UND","master only (1)",44,0,3.444444,3.444444,3.444444,"St. Ives","","AUSTRALIA","","","","",0,0,"1. Non Resident Alien",,
"2","BUS","master only (1)",71,0,3.047619,3.166667,3.047619,"Beverly Hills","CA","","Los Angeles","CA","","89.00",0,0,"8. White",,1340
"2","BUS","master only (1)",29,0,3.175439,3.22807,3.175439,"Baltimore","MD","","Owing Mills","MD","","87.01",0,0,"8. White",,1110
"1","ENG","matched (3)",18,0,3.624183,2.666667,2.833333,"New York","NY","","New York","NY","","91.0",0,0,"8. White",,1430
"2","SHA","matched (3)",40,0,3.275758,3.270833,3.172414,"Forest Hills","NY","","Uniondale","NY","","82.79",0,0,"8. White",,1090
"2","UND","matched (3)",0,0,3.057214,3.333333,3.25,"Long Beach","CA","","San Francisco","CA","","93.00",0,0,"8. White",,1090
"2","BIO","matched (3)",0,0,3.464539,3.458333,3.628205,"Silver Spring","MD","","Silver Spring","MD","","91.33",0,0,"8. White",,1000
"2","SHA","matched (3)",53,0,3.582329,3.604167,3.589744,"Baltimore","MD","","Los Angeles","CA","","89.39",0,0,"8. White",,1050
"1","UND","matched (3)",107,0,3.762376,4,4,"Toronto","ON","CANADA","Downsview","ON","CANADA","90.77",0,0,"1. Non Resident Alien",,1270
"1","UND","matched (3)",44,0,2.695473,3.533333,3.320988,"Merion Station","PA","","Bala Cynwyd","PA","","82.11",0,0,"8. White",,1100
"1","BIO","matched (3)",65,0,3.672619,3.916667,3.939394,"Brooklyn","NY","","Brooklyn","NY","","",0,0,"8. White",,1050
"2","PSY","master only (1)",0,0,2.623188,1,2.206897,"Scranton","PA","","Elizabeth","NJ","","76.00",1,0,"8. White",32,1380
"2","BIO","master only (1)",0,0,2.935484,2.686275,2.935484,"Lawrence","NY","","Cedarhurst","NY","","93.52",0,0,"8. White",,1130
"2","ACC","matched (3)",80,0,2.768857,3,2.931035,"Southfield","MI","","Southfield","MI","","86.76",0,0,"8. White",25,910
"2","UND","master only (1)",0,0,3.666667,3.666667,3.666667,"Ra'anana","","ISRAEL","Foreign City","","Unknown Nation","",0,0,"8. White",,1120
"1","UND","matched (3)",0,0,3.422222,3.390476,3.390476,"Buffalo Grove","IL","","Chicago","IL","","85.00",0,0,"8. White",24,1160
"1","UND","master only (1)",0,0,2.213333,1.733333,2.213333,"W. Hartford","CT","","Forest Hills","NY","","79.00",0,0,"8. White",,1190
"1","BUS","master only (1)",0,"master only (1)",2.66092,2.511111,2.482759,"Woodmere","NY","","Uniondale","NY","","no trans 8/24",0,0,"8. White",,
"1","UND","matched (3)",90,0,3.747126,3.212121,3.628205,"West Hempstead","NY","","Uniondale","NY","","93.9",0,0,"1. Non Resident Alien",,1450
"1","UND","matched (3)",84,0,2.320377,2.25641,1.874214,"Rego Park","NY","","Cedarhurst","NY","","88",0,0,"8. White",,1310
"1","BUS","matched (3)",0,0,3.23,3.458333,3.50505,"Monsey","NY","","New York","NY","","79.76",0,0,"8. White",,1200
"2","JST","matched (3)",46,0,3.316092,3.5,3.478632,"Atlanta","GA","","Atlanta","GA","","94.00",0,1,"8. White",,1160
"1","PSY","master only (1)",0,"master only (1)",1.62543,3.125,3.253968,"Hollywood","FL","","Skokie","IL","","88.08",0,0,"8. White",,1290
"1","COM","master only (1)",21,0,3.770833,3.770833,3.770833,"Brooklyn","NY","","","","","94.15",0,0,"8. White",,1380
"1","BUS","matched (3)",0,0,3.363636,3.458333,3.505376,"New York","NY","","New York","NY","","89",0,0,"8. White",,1330
"1","PSY","matched (3)",90,"master only (1)",3.273092,3.395833,3.302083,"Thornhill","ON","CANADA","","","","71.12",0,0,"1. Non Resident Alien",,1040
"2","ART","matched (3)",15,0,3.24173,3.4,3.333333,"North Miami Beach","FL","","N. Miami Beach","FL","","",0,0,"8. White",,1150
"1","BUS","matched (3)",60,0,3.40942,3.575758,3.430556,"Los Angeles","CA","","Los Angeles","CA","","91.8",0,0,"8. White",,1000
"1","ACC","matched (3)",63,0,2.692913,3.589744,3.573333,"Toulouse","","FRANCE","","","","",0,0,"1. Non Resident Alien",,
"2","BIO","matched (3)",73,"master only (1)",3.844237,3.807018,3.842592,"Brooklyn","NY","","Brooklyn","NY","","72.57",0,0,"1. Non Resident Alien",,
"2","PSY","matched (3)",18,0,3.537415,3.298246,3.390476,"West Hempstead","NY","","Uniondale","NY","","92.89",0,0,"8. White",,1340
"2","UND","matched (3)",0,0,3.45614,3.3125,3.344828,"Miami","FL","","","","","87.26",0,0,"8. White",,1000
"1","BUS","matched (3)",26,0,3.884921,3.958333,3.958333,"Silver Spring","MD","","Rockville","MD","","",0,0,"8. White",,
"1","BUS","matched (3)",101,0,3.688272,3.333333,3.376344,"Sofia","","BULGARIA","Foreign City","","Unknown Nation","",0,0,"1. Non Resident Alien",,
"1","BUS","matched (3)",34,0,3.318518,3.392157,3.392157,"Woodmere","NY","","Cedarhurst","NY","","83.26",0,0,"8. White",,1240
"2","SOC","master only (1)",36,0,3.644444,3.644444,3.644444,"Silver Spring","MD","","Rockville","MD","","86.85",0,0,"8. White",28,1320
"2","BUS","master only (1)",0,0,3.311111,3.666667,3.433333,"Deal","NJ","","Ocean","NJ","","86.00",0,0,"8. White",,960
"1","ACC","matched (3)",56,"master only (1)",3.619565,3.428571,3.528736,"Great Neck","NY","","Great Neck","NY","","86.04",0,0,"8. White",,1100
"1","BUS","matched (3)",95,0,3.136951,3.088889,3.066667,"Istanbul","","TURKEY","","","","",0,0,"1. Non Resident Alien",,
"1","BUS","matched (3)",0,0,2.981482,3.375,3.21393,"Brooklyn","NY","","Brooklyn","NY","","81.00",0,0,"8. White",,1060
"1","UND","matched (3)",24,0,3.304348,3.6,3.6,"Cleve Hts","OH","","Beachwood","OH","","86.00",0,0,"8. White",,1120
"1","PSY","matched (3)",7,0,3.682353,3.857143,3.857143,"East Northport","NY","","Uniondale","NY","","97.9",0,0,"8. White",,1460
"2","BIO","matched (3)",73,0,3.445946,3.444444,3.546296,"Chestnut Hill","MA","","Brookline","MA","","86.64",0,0,"8. White",,1110
"1","PSY","matched (3)",30,0,3.075758,2.051282,2.179487,"Elizabeth","NJ","","South River","NJ","","80",0,0,"8. White",,1090
"1","UND","master only (1)",0,0,3.805556,3.703704,3.805556,"Woodmere","NY","","Cedarhurst","NY","","88",0,0,"2. Unknown",,1240
"1","POL","matched (3)",33,0,3.637993,3.422222,3.422222,"Los Angeles","CA","","Los Angeles","CA","","",0,0,"8. White",,1090
"1","UND","matched (3)",36,0,3.930159,3.882353,3.911765,"Long Beach","CA","","Los Angeles","CA","","94.7",0,0,"1. Non Resident Alien",,1480
"1","ACC","matched (3)",56,0,3.322917,3.066667,3.068965,"Monsey","NY","","","","","86.0",0,0,"8. White",,
"2","JST","master only (1)",9,0,2.375,3.166667,3.166667,"Jamaica Estates","NY","","Holliswood","NY","","93.23",0,0,"8. White",,1380
"1","UND","matched (3)",0,0,3.177083,3.435897,3.083333,"Teaneck","NJ","","Teaneck","NJ","","B-",0,0,"8. White",,1020
"2","ENG","master only (1)",0,0,3.6875,3.6875,3.6875,"Baltimore","MD","","Owing Mills","MD","","94.48",0,0,"8. White",,1330
"2","SHA","matched (3)",107,0,3.714715,3.6,3.766667,"Elizabeth","NJ","","Elizabeth","NJ","","81.83",0,0,"8. White",,950
"2","BUS","matched (3)",78,0,3.749311,3.866667,3.791667,"Lakewood","NJ","","","","","94",0,0,"8. White",,1330
"2","PSY","matched (3)",0,0,3.940476,4,4,"Flushing","NY","","Kew Gardens Hills","NY","","95.40",0,0,"8. White",,1260
"1","UND","matched (3)",0,0,2.611549,3.212121,3.049383,"Los Angeles","CA","","Los Angeles","CA","","84",0,0,"8. White",,990
"1","ACC","matched (3)",0,0,3.883333,3.745098,3.802083,"Bronx","NY","","Mamaroneck","NY","","90.72",0,0,"8. White",,1260
"1","POL","master only (1)",58,0,1.783133,2.377778,2.260417,"Toronto","ON","CANADA","","","","73.1",0,0,"8. White",,1190
"1","UND","matched (3)",93,0,3.719472,3.871795,3.933333,"Rego Park","NY","","Flushing","NY","","94.00",0,0,"8. White",,1230
"1","BUS","matched (3)",64,"master only (1)",3.707454,3.395833,3.454545,"Ra'anana","","ISRAEL","","","","87",0,0,"8. White",,770
"2","UND","matched (3)",39,"master only (1)",3.718213,3.615385,3.806452,"New Hempstead","NY","","Elizabeth","NJ","","88.09",0,0,"8. White",,1190
"1","COM","matched (3)",47,0,3.527778,3.644444,3.494624,"Edison","NJ","","South River","NJ","","90",0,0,"8. White",,1100
"2","BUS","matched (3)",18,0,4,4,4,"Brooklyn","NY","","Brooklyn","NY","","95.38",0,0,"8. White",,1220
"2","JUD","matched (3)",57,0,3.853107,3.823529,3.921053,"Sharon","MA","","Brookline","MA","","90.73",0,1,"8. White",,1290
"2","BIO","matched (3)",0,0,3.872054,3.877193,3.864865,"Brooklyn","NY","","Hewlett Bay Park","NY","","95.17",0,0,"1. Non Resident Alien",,1270
"1","BUS","matched (3)",0,0,3.975309,4,4,"Lawrence","NY","","Cedarhurst","NY","","85.30",0,0,"8. White",,1180
"2","BUS","matched (3)",66,0,3.990741,3.9375,3.970588,"Brooklyn","NY","","Brooklyn","NY","","94.79",0,0,"8. White",,1440
"2","PSY","matched (3)",18,"master only (1)",3.230159,3.266667,3.290323,"Coral Springs","FL","","","","","83.33",0,0,"8. White",,1150
"1","UND","matched (3)",38,"master only (1)",2.725838,3.205128,3.205128,"Staten Island","NY","","New York","NY","","74.34",0,0,"8. White",,1090
"2","EDU","matched (3)",73,"master only (1)",3.495575,3.333333,3.333333,"Brooklyn","NY","","Hewlett Bay Park","NY","","79.40",0,0,"8. White",,920
"2","PRH","master only (1)",0,0,1.974359,1.974359,1.974359,"Los Angeles","CA","","Los Angeles","CA","","77.81",0,0,"8. White",,1090
"1","BUS","matched (3)",0,0,3.216312,3.090909,2.925926,"Bala Cynwyd","PA","","Bala Cynwyd","PA","","82.7",0,0,"8. White",,1260
"1","UND","matched (3)",18,0,3.85,3.941176,3.843137,"West Orange","NJ","","Elizabeth","NJ","","99.27",0,0,"8. White",,1500
"2","UND","matched (3)",27,0,3.824561,3.333333,3.375,"Staten Island","NY","","Brooklyn","NY","","89",0,0,"8. White",,1080
"1","ACC","matched (3)",71,0,2.923611,3.333333,3.205128,"Silver Spring","MD","","Silver Spring","MD","","79.29",0,0,"8. White",,1040
"2","UND","matched (3)",47,0,3.733813,3.5,3.642857,"Brooklyn","NY","","","","","",0,0,"8. White",,1180
"2","BUS","matched (3)",36,0,3.204167,2.772727,2.935484,"Silver Spring","MD","","Rockville","MD","","94.40",0,0,"8. White",,1270
"2","BUS","matched (3)",0,0,3.478114,3.777778,3.695238,"Edison","NJ","","Elizabeth","NJ","","88.18",1,0,"8. White",,1200
"2","EDU","matched (3)",0,"master only (1)",3.414141,3.157895,3.25,"West Orange","NJ","","Suffern","NY","","85.00",0,0,"8. White",,1150
"2","PSY","master only (1)",70,0,3.595238,3.166667,3.62963,"Carrboro","NC","","","","","83",0,0,"8. White",,1390
"2","BIO","matched (3)",0,0,3.662602,3.733333,3.733333,"Woodmere","NY","","Hewlett Bay Park","NY","","95.10",0,0,"8. White",,1200
"1","COM","matched (3)",75,0,3.152941,3.666667,3.586207,"Flushing","NY","","New York","NY","","85.67",0,0,"8. White",,1110
"2","PSY","matched (3)",0,0,3.908046,4,3.96875,"Jamaica","NY","","Holliswood","NY","","96.44",0,0,"8. White",,1270
"2","UND","matched (3)",65,0,3.731884,3.846154,3.884615,"Great Neck","NY","","Foreign City","","Unknown Nation","",0,0,"8. White",,
"2","BUS","matched (3)",58,0,3.450617,3.719298,3.526316,"Brooklyn","NY","","Brooklyn","NY","","89.00",0,0,"8. White",,1270
"1","BUS","matched (3)",19,0,2.863636,2.880952,2.988095,"Merrick","NY","","","","","79.7",0,0,"8. White",,1190
"1","COM","master only (1)",102,0,2.702381,2.666667,3.35,"Toronto","ON","CANADA","","","","87.8",0,0,"1. Non Resident Alien",,1100
"1","ECO","matched (3)",0,0,3.552083,3.5625,3.625,"Teaneck","NJ","","Paramus","NJ","","86.16",0,0,"8. White",,1230
"1","BUS","matched (3)",0,0,2.961111,3.4,3.3,"Great Neck","NY","","Cedarhurst","NY","","85.72",0,0,"8. White",,1250
"1","PRE","master only (1)",47,0,3.661458,3.705882,3.697917,"Merion","PA","","Ardmore","PA","","96.39",0,0,"8. White",,1390
"2","EDU","matched (3)",6,0,3.084249,2.875,2.885057,"Woodmere","NY","","Hewlett Bay Park","NY","","87.30",1,0,"8. White",,1070
"2","UND","master only (1)",9,0,3.875,3.875,3.875,"Saint Louis","MO","","St. Louis","MO","","95.14",0,0,"8. White",32,1330
"2","PSY","matched (3)",107,"master only (1)",3.895062,3.866667,3.909091,"Binghamton","NY","","","","","95",0,0,"8. White",,1450
"2","PSY","master only (1)",47,0,2.656566,3.862745,2.656566,"Oak Park","MI","","Berkley","MI","","85.74",1,1,"8. White",20,1080
"2","ECO","matched (3)",18,0,3.947712,4,3.955556,"Brooklyn","NY","","Brooklyn","NY","","95.20",0,0,"1. Non Resident Alien",,1390
"1","BUS","matched (3)",0,0,3.329966,3.288889,3.288889,"Bronx","NY","","New York","NY","","85.4",0,0,"8. White",,1280
"2","SPAU","matched (3)",0,0,3.656566,3.722222,3.722222,"Houston","TX","","Houston","TX","","93.83",0,0,"8. White",,1080
"2","ACC","matched (3)",18,0,3.990385,4,4,"Woodmere","NY","","Cedarhurst","NY","","95.85",0,0,"8. White",,1330
"2","SHA","matched (3)",0,"master only (1)",2.655022,2.4,2.541667,"Silver Spring","MD","","Silver Spring","MD","","83.40",0,0,"8. White",,940
"1","ENG","matched (3)",103,0,3.241379,3.416667,3.313131,"Willowdale","ON","CANADA","Downsview","ON","CANADA","80",0,0,"8. White",,1100
"2","PSY","master only (1)",18,0,3.493056,3.645833,3.733333,"Lawrence","NY","","Hewlett Bay Park","NY","","91.80",0,0,"8. White",,1020
"1","BUS","matched (3)",0,0,3.312169,3.666667,3.466667,"Monsey","NY","","Paramus","NJ","","76.06",0,0,"8. White",,1330
"1","BUS","matched (3)",0,0,3.71521,3.833333,3.677419,"Lawrence","NY","","Cedarhurst","NY","","88.24",0,0,"8. White",,1070
"2","POL","matched (3)",0,0,3.931727,4,3.972222,"Lawrence","NY","","Hewlett Bay Park","NY","","93.30",1,0,"8. White",,1240
"1","COM","matched (3)",77,0,3.644444,3.690476,3.795699,"Baltimore","MD","","Baltimore","MD","","86.36",0,0,"8. White",,1100
"1","UND","master only (1)",107,"master only (1)",1.679487,1.666667,1.773333,"Los Angeles","CA","","Los Angeles","CA","","83.70",0,0,"3. Hispanic",,1140
"1","COM","matched (3)",112,"master only (1)",3.805333,3.588235,3.655555,"Pittsburgh","PA","","","","","95",0,0,"8. White",,1470
"1","BIO","matched (3)",92,0,3.750636,3.916667,3.89899,"Brooklyn","NY","","Brooklyn","NY","","94.62",0,0,"7. Native Hawaiian and Other Pacific Islander",,1350
"1","PRE","matched (3)",18,0,3.023679,3.372549,3.372549,"Skokie","IL","","Chicago","IL","","86.0",0,0,"8. White",29,1280
"1","BUS","matched (3)",0,0,3.871486,4,4,"N Miami Beach","FL","","N. Miami Beach","FL","","94.9",0,0,"8. White",,1300
"1","UND","master only (1)",62,0,3.270833,3.288889,3.270833,"Johannesburg","","SOUTH AFRICA","","","","",0,0,"1. Non Resident Alien",,1190
"1","BUS","matched (3)",0,0,3.097826,3.48718,3.48718,"Staten Island","NY","","New York","NY","","72.9",0,0,"8. White",,960
"1","UND","matched (3)",0,"master only (1)",3.777778,3.479167,3.677083,"Montreal","QC","CANADA","","","","80",0,0,"1. Non Resident Alien",,1230
"2","PSY","matched (3)",62,"master only (1)",3.014981,3.020833,2.916667,"Antwerp","","BELGIUM","Foreign City","","Unknown Nation","",0,0,"1. Non Resident Alien",,
"2","PRH","matched (3)",24,0,3.572581,3.686275,3.727273,"W Hartford","CT","","West Hartford","CT","","91.00",0,0,"8. White",,1380
"2","EDU","matched (3)",39,0,3.5,3.458333,3.609195,"Fair Lawn","NJ","","Paramus","NJ","","87.50",0,0,"8. White",,1180
"2","ACC","matched (3)",95,0,3.252525,3.222222,3.363636,"Thornhill","ON","CANADA","Downsview","ON","CANADA","77.13",0,0,"1. Non Resident Alien",,940
"1","BUS","matched (3)",57,0,3.015949,2.769231,2.777778,"Monsey","NY","","Suffern","NY","","82.78",0,0,"8. White",,1100
"2","BUS","matched (3)",6,0,3.134752,3.277778,3.3,"Beachwood","OH","","Beachwood","OH","","90.17",0,0,"8. White",,1030
"2","BUS","matched (3)",89,0,3.062893,3.266667,2.939394,"Flushing","NY","","Brooklyn","NY","","83.58",0,0,"8. White",,1160
"2","ENG","matched (3)",69,"master only (1)",3.831461,3.875,3.90625,"West Orange","NJ","","Elizabeth","NJ","","92.97",0,0,"8. White",,1280
"1","POL","master only (1)",79,0,1.432099,2.128205,1.432099,"Cedarhurst","NY","","Cedarhurst","NY","","82.43",0,0,"8. White",,1290
"1","BUS","matched (3)",91,0,3.226337,3.5,3.393939,"Canoga Park","CA","","Valley Village","CA","","",0,0,"8. White",,1050
"2","BIO","matched (3)",71,0,3.827451,4,3.926829,"Staten Island","NY","","Elizabeth","NJ","","92.76",0,1,"8. White",,1070
"1","COM","master only (1)",101,0,2.048485,1.488889,1.885417,"Monsey","NY","","","","","",0,0,"1. Non Resident Alien",,
"1","BUS","matched (3)",16,0,3.859107,3.74359,3.724138,"Long Beach","NY","","Lawrence","NY","","85.00",0,0,"8. White",,1020
"1","UND","matched (3)",24,0,3.339683,3.794872,3.641975,"Brooklyn","NY","","Brooklyn","NY","","86.93",0,0,"8. White",,1390
"2","PSY","matched (3)",66,"master only (1)",3.338006,3.666667,3.708333,"Las Vegas","NV","","","","","91",0,0,"8. White",,920
"1","UND","master only (1)",30,0,1.546296,2.627451,2.627451,"Staten Island","NY","","Elizabeth","NJ","","81.99",0,0,"8. White",,1070
"1","CHE","master only (1)",89,0,1.676923,2.583333,1.74359,"Brooklyn","NY","","Brooklyn","NY","","88.70",0,0,"8. White",,1440
"1","POL","master only (1)",0,"master only (1)",3.908602,3.974359,3.873563,"San Diego","CA","","Valley Village","CA","","83.94",0,0,"8. White",,1290
"1","PHY","master only (1)",0,0,3.24,2.969697,3.24,"Tucson","AZ","","","","","85.55",0,0,"8. White",,1040
"1","BUS","matched (3)",0,0,3.563333,3.176471,3.151515,"Baltimore","MD","","","","","",0,0,"8. White",,1440
"2","SHA","matched (3)",34,0,3.313029,3.222222,3.222222,"West Hempstead","NY","","Hewlett Bay Park","NY","","91.50",0,0,"8. White",,1150
